a-link-normal href 2,s-image src,a-size-base-plus,a-price
https://www.amazon.es/Acer-Chromebook-311-Ordenador-Port%C3%A1til/dp/B095CTNX87/ref=sr_1_1?qid=1640825944&s=computers&sr=1-1,https://m.media-amazon.com/images/I/81qBZznKv0S._AC_UL320_.jpg,"Acer Chromebook 311 - Ordenador Portátil 11"" HD (MTK MT8183, 4GB RAM, 32GB eMMc, UMA Graphics, Chrome OS), Color Plata - Teclado Qwerty Español","259,00€"
https://www.amazon.es/Apple-MacBook-Air-Chip-13-Pulgadas/dp/B08N5TLVQ2/ref=sr_1_2?qid=1640825944&s=computers&sr=1-2,https://m.media-amazon.com/images/I/71TPda7cwUL._AC_UL320_.jpg,"Apple Ordenador PortáTil MacBook Air (2020): Chip M1 de Apple, Pantalla Retina de 13 Pulgadas, 8 GB de RAM, SSD de 256 GB, Teclado retroiluminado, cáMara FaceTime HD, Sensor Touch ID, Color Plata","1.129,00€"
https://www.amazon.es/Huawei-Matebook-D15-Ordenador-Ultrafino/dp/B098QRY4XY/ref=sr_1_3?qid=1640825944&s=computers&sr=1-3,https://m.media-amazon.com/images/I/51KGX6XFYbL._AC_UL320_.jpg,"Huawei Matebook D15 - Ordenador Portátil Ultrafino de 15.6"" FullHD (Intel Core i3-10110U, 8GB de RAM, 256GB SSD, Grafica Intel UHD 620, Windows 10 Home) Plata - Teclado QWERTY Español","649,00€"
https://www.amazon.es/HP-15s-fq2038ns-Ordenador-port%C3%A1til-i5-1135G7/dp/B08T2666FF/ref=sr_1_4?qid=1640825944&s=computers&sr=1-4,https://m.media-amazon.com/images/I/61-cvFgfnRL._AC_UL320_.jpg,"HP 15s-fq2038ns - Ordenador Portátil de 15.6” FHD (Intel Core i5-1135G7, 8GB RAM, 512GB SSD, Gráficos Intel Iris Xe, Windows 10 Home) Plata – Teclado QWERTY Español","630,85 €"
https://www.amazon.es/HP-240-G8-Ordenador-port%C3%A1til/dp/B08XKYRXM4/ref=sr_1_5?qid=1640825944&s=computers&sr=1-5,https://m.media-amazon.com/images/I/71fGiSs5vzL._AC_UL320_.jpg,"HP 240 G8 - Ordenador portátil de 14” HD (Intel Celeron N4020, 8GB RAM, 128GB SSD, Windows 10 Home) Negro - Teclado QWERTY Español","399,99€"
https://www.amazon.es/Acer-Aspire-Port%C3%A1til-Graphics-Windows/dp/B08F5JNB6V/ref=sr_1_6?qid=1640825944&s=computers&sr=1-6,https://m.media-amazon.com/images/I/718DCllR6AL._AC_UL320_.jpg,"Acer Aspire 3 A315-23 - Ordenador Portátil 15.6” Full HD, Laptop (AMD Ryzen 5 3500U, 8GB RAM, 512GB SSD, UMA Graphics, Windows 10 Home), PC Portátil Color Plata - Teclado QWERTY Español",
https://www.amazon.es/HONOR-MagicBook-PRO-Port%C3%A1til-graphics/dp/B09JCGPVHC/ref=sr_1_7?qid=1640825944&s=computers&sr=1-7,https://m.media-amazon.com/images/I/61FhLzTdXlL._AC_UL320_.jpg,"HONOR MagicBook PRO - Portátil de 16.1"" FullHD (Ryzen 5-4600H, 16GB RAM, 512GB SSD, AMD graphics, Windows 10) Silver - Teclado QWERTY español","799,00€"
https://www.amazon.es/LG-Gram-14Z90P-ultraligero-i7-1165G7/dp/B09HCGL6HV/ref=sr_1_8?qid=1640825944&s=computers&sr=1-8,https://m.media-amazon.com/images/I/71NOqOFExfS._AC_UL320_.jpg,"LG Gram 14Z90P - Portátil ultraligero de 14"" WUXGA (Intel Core i7-1165G7, 16GB RAM, 1TB SSD, Iris Xe, Windows 11 Home) Negro - Teclado QWERTY español","1.599,00€"
https://www.amazon.es/Lenovo-IdeaPad-Ordenador-Port%C3%A1til-Graphics/dp/B08TN61GJC/ref=sr_1_9?qid=1640825944&s=computers&sr=1-9,https://m.media-amazon.com/images/I/51gUlct5-FL._AC_UL320_.jpg,"Lenovo IdeaPad 3 - Ordenador Portátil 15.6"" FullHD (Ryzen 5 3500U, 8GB RAM, 512GB SSD, AMD Radeon Vega 8 Graphics, Windows 10) Gris - Teclado QWERTY Español",
https://www.amazon.es/s?rh=n%3A938008031&fs=true&ref=lp_938008031_sar#,https://m.media-amazon.com/images/I/715XOFfFmRL._AC_UL320_.jpg,"Dell XPS 13-9305 - Ordenador portátil 13.3"" FullHD (Intel Core i5-1135G7, 8GB RAM, 512GB SSD, Windows 10 Home), Color Gris - Teclado QWERTY Español",
https://www.amazon.es/s?rh=n%3A938008031&fs=true&ref=lp_938008031_sar#,https://m.media-amazon.com/images/I/71JxnNnO-QL._AC_UL320_.jpg,"Dell Portátil Inspiron 14 5410 de 14 Pulgadas, procesador Intel Core i5-11300H, Pantalla FHD de Borde Estrecho antirreflectante con retroiluminación LED, RAM de 8 GB, SSD NVMe de 512 GB y Win10 Home","779,00€"
https://www.amazon.es/s?rh=n%3A938008031&fs=true&ref=lp_938008031_sar#,https://m.media-amazon.com/images/I/719vIKTyr6L._AC_UL320_.jpg,"Portátil Dell Inspiron 15 3501 de 15,6 pulgadas, procesador Intel Core i5-1135G7 (4,2 GHz), pantalla FHD de borde estrecho antirreflectante, RAM de 8 GB, SSD","679,00€"
https://www.amazon.es/Acer-Chromebook-Spin-311-CP311-3H/dp/B085PCN161/ref=sr_1_13?qid=1640825944&s=computers&sr=1-13,https://m.media-amazon.com/images/I/615Inbm51tL._AC_UL320_.jpg,"Acer Chromebook Spin 311 CP311-3H - Ordenador Portátil 2 en 1 Convertible y Táctil 11.6"" HD IPS (MTK MT8183, 4GB RAM, 32GB eMMc, Mali-G72 MP3 Graphics, Chrome OS), PC Portátil Plata - QWERTY","349,99€"
https://www.amazon.es/CHUWI-HeroBook-Ordenador-Ultrabook-N4000/dp/B09J25CV9Z/ref=sr_1_14?qid=1640825944&s=computers&sr=1-14,https://m.media-amazon.com/images/I/4165tlfO8qS._AC_UL320_.jpg,"CHUWI HeroBook Pro Ordenador Portátil Ultrabook Laptop 14.1' Intel Celeron N4000 hasta 2.6 GHz, 4K 1920*1080, Windows 10, 8G RAM 256G SSD, WiFi, USB 3.0, 38Wh",
https://www.amazon.es/Lenovo-V14-IGL-Ordenador-Port%C3%A1til/dp/B098V4QNJT/ref=sr_1_15?qid=1640825944&s=computers&sr=1-15,https://m.media-amazon.com/images/I/51eD09BkJ2S._AC_UL320_.jpg,"Lenovo V14 IGL - Ordenador Portátil 14"" FullHD (Celeron N4020, 4GB RAM, 128GB SSD, Intel UHD Graphics Win10 Pro for EDU), Gris - Teclado QWERTY español","276,25 €"
https://www.amazon.es/Lenovo-IdeaPad-Ordenador-Port%C3%A1til-Graphics/dp/B099KBZY98/ref=sr_1_16?qid=1640825944&s=computers&sr=1-16,https://m.media-amazon.com/images/I/71IUPwWqKoS._AC_UL320_.jpg,"Lenovo IdeaPad 5 - Ordenador Portátil 14"" FullHD (Ryzen 7 5700U, 16GB de RAM, 512GB SSD, AMD Radeon Graphics, Windows 10) Gris - Teclado QWERTY Español","755,48 €"
https://www.amazon.es/Lenovo-IdeaPad-Gaming-Ordenador-GTX1650-4GB/dp/B08TPG66ZC/ref=sr_1_17?qid=1640825944&s=computers&sr=1-17,https://m.media-amazon.com/images/I/71w4bbe5zML._AC_UL320_.jpg,"Lenovo IdeaPad Gaming 3 - Ordenador Portátil Gaming 15.6"" FullHD (Intel Core i7-10750H, 16GB RAM, 512GB SSD, NVIDIA GTX1650-4GB, Sin Sistema Operativo), Negro- Teclado QWERTY Español",
https://www.amazon.es/Acer-Aspire-Port%C3%A1til-i3-1005G1-Graphics/dp/B08F5HPRJ1/ref=sr_1_18?qid=1640825944&s=computers&sr=1-18,https://m.media-amazon.com/images/I/71CRqTN5NtL._AC_UL320_.jpg,"Acer Aspire 3 A315-56 - Ordenador Portátil 15.6” Full HD (Intel Core i3-1005G1, 8GB RAM, 512GB SSD, UMA Graphics, Windows 10 Home), PC Portátil Color Negro - Teclado QWERTY Español","469,99€"
https://www.amazon.es/TECLAST-Ordenador-Port%C3%A1til-Pulgadas-Expandible/dp/B097RGB13J/ref=sr_1_19?qid=1640825944&s=computers&sr=1-19,https://m.media-amazon.com/images/I/81J9b665VZS._AC_UL320_.jpg,"TECLAST Ordenador Portátil 8GB+256GB SSD,Portátil 15,6 Pulgadas, Laptop Windows 10 Intel Celeron N4120,Quad Core 2,6 GHz,1920 × 1080,Notebook de PC(USB 3.0,Mini HDMI,38000mWh,QWERTY y TF Expandible)",
https://www.amazon.es/Acer-Aspire-Port%C3%A1til-i5-1135G7-Graphics/dp/B08QSCVWS6/ref=sr_1_20?qid=1640825944&s=computers&sr=1-20,https://m.media-amazon.com/images/I/71BeuwxGTLL._AC_UL320_.jpg,"Acer Aspire 5 A515-56-572C - Ordenador Portátil 15.6"" Full HD, Laptop (Intel Core i5-1135G7, 8GB RAM, 512GB SSD, UMA Graphics, Windows 10 Home), PC Portátil Color Plata - Teclado QWERTY Español","557,07 €"
https://www.amazon.es/Apple-MacBook-Pro-Chip-13-Pulgadas/dp/B08N5WRTN2/ref=sr_1_21?qid=1640825944&s=computers&sr=1-21,https://m.media-amazon.com/images/I/71an9eiBxpL._AC_UL320_.jpg,"2020 Apple MacBook Pro con Chip M1 de Apple (de 13 Pulgadas, 8 GB RAM, 256 GB SSD) - Gris Espacial","1.449,00€"
https://www.amazon.es/s?rh=n%3A938008031&fs=true&ref=lp_938008031_sar#,https://m.media-amazon.com/images/I/81GbedzHTwS._AC_UL320_.jpg,"LincPlus P1 Ordenador Portátil de 13,3 Pulgadas, PC con Windows 10 S Intel Celeron N4000, 4GB RAM 64GB eMMC Storage hasta 500GB por SSD Aluminium Portatiles",
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg1_1?ie=UTF8&adId=A01882793UGGRJD8MF44H&url=%2FAcer-Chromebook-311-Ordenador-Port%25C3%25A1til%2Fdp%2FB095CTNX87%2Fref%3Dsr_1_23_sspa%3Fqid%3D1640825944%26s%3Dcomputers%26sr%3D1-23-spons%26psc%3D1&qualifier=1640825944&id=8851071989940103&widgetName=sp_mtf_browse,https://m.media-amazon.com/images/I/81qBZznKv0S._AC_UL320_.jpg,"Acer Chromebook 311 - Ordenador Portátil 11"" HD (MTK MT8183, 4GB RAM, 32GB eMMc, UMA Graphics, Chrome OS), Color Plata - Teclado Qwerty Español","259,00€"
https://www.amazon.es/s?rh=n%3A938008031&fs=true&ref=lp_938008031_sar#,https://m.media-amazon.com/images/I/71NOqOFExfS._AC_UL320_.jpg,"LG - 14Z90P - Portátil ultraligero 14"" WUXGA (Intel EvoTM i7 11ª Generación, 16GB RAM, 1TB SSD, Iris Xe Graphics, Windows 10 Home) - Teclado QWERTY Español, Negro","1.599,00€"
https://www.amazon.es/Lenovo-IdeaPad-14M836-Chromebook-Gen/dp/B09HR5W3M6/ref=sr_1_25?qid=1640825944&s=computers&sr=1-25,https://m.media-amazon.com/images/I/81iHSRlFUEL._AC_UL320_.jpg,"Lenovo IdeaPad 3 CB 14M836 Chromebook Gen 6 - Portátil 14"" FullHD (MediaTek MT8183, 4GB RAM, 32GB eMMC, Arm Mali-G72 MP3 GPU, Chrome OS) Color Gris - Teclado QWERTY Español",
https://www.amazon.es/CHUWI-Ordenador-Port%C3%A1til-GemiBook-Pro/dp/B0948VRMQ1/ref=sr_1_26?qid=1640825944&s=computers&sr=1-26,https://m.media-amazon.com/images/I/71ssnqkoyTS._AC_UL320_.jpg,"CHUWI Ordenador Portátil,GemiBook Pro 14 Pulgadas 3: 2 IPS Laptop 2160*1440 Windows 10 Notebook,Celeron J4125 8GB RAM +256GB SSD,WiFi 6,Type-C,USB 3.0,Admite Doble Expansión SSD hasta 1T(8GB)",
https://www.amazon.es/ASUS-ZenBook-UX325EA-KG407T-Ordenador-i5-1135G7/dp/B097T4BNPN/ref=sr_1_27?qid=1640825944&s=computers&sr=1-27,https://m.media-amazon.com/images/I/716YKaE2PtS._AC_UL320_.jpg,"ASUS ZenBook 13 UX325EA-KG407T - Ordenador Portátil 13"" OLED FullHD (Intel Core i5-1135G7, 16GB RAM, 512GB SSD, Iris Xe Graphics, Windows 10 Home) Gris Pino - Teclado QWERTY español","999,00€"
https://www.amazon.es/Lenovo-ThinkPad-E15-Ordenador-i5-10210U/dp/B08FCPHVTN/ref=sr_1_28?qid=1640825944&s=computers&sr=1-28,https://m.media-amazon.com/images/I/71HHBTLNdHL._AC_UL320_.jpg,"Lenovo ThinkPad E15 - Ordenador portátil 15.6"" FullHD (Intel Core i5-10210U, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 10 Pro), Color negro - Teclado QWERTY español","799,99€"
https://www.amazon.es/TECLAST-F15-Ordenador-Port%C3%A1til-Graphics/dp/B097P2BJZ9/ref=sr_1_29?qid=1640825944&s=computers&sr=1-29,https://m.media-amazon.com/images/I/81zObNrC1fL._AC_UL320_.jpg,"TECLAST F15Plus 2 Ordenador Portátil 15.6"" 8GB RAM 256GB ROM, IPS FHD 1920*1080, 2.6GHz Intel Gemini Lake N4120, Intel UHD Graphics 600, Windows 10, Teclado QWERTY",
https://www.amazon.es/Dvd-Portatil-Nevir-Nvr-2790Dvd-Pcu-Negro/dp/B073TBPSX8/ref=sr_1_30?qid=1640825944&s=computers&sr=1-30,https://m.media-amazon.com/images/I/71q2a60mS-L._AC_UL320_.jpg,Nevir NVR2790DVDPCU DVD,"32,90 €"
https://www.amazon.es/s?rh=n%3A938008031&fs=true&ref=lp_938008031_sar#,https://m.media-amazon.com/images/I/81iHSRlFUEL._AC_UL320_.jpg,"Lenovo IdeaPad 3 Chromebook Gen 6 - Portátil 14"" FullHD (MediaTek MT8183, 4GB RAM, 64GB eMMC, Arm Mali-G72 MP3 GPU, Chrome OS) Color Gris - Teclado QWERTY Español, Arctic Grey (CB 14M836)",
https://www.amazon.es/s?rh=n%3A938008031&fs=true&ref=lp_938008031_sar#,https://m.media-amazon.com/images/I/61fG14Q5zoS._AC_UL320_.jpg,"ASUS Chromebook Flip Z3400FT-AJ0111 - Portátil 14"" Full HD (Intel Core m3-8100Y, 8GB RAM, 64GB eMMC, UHD Graphics 615, Chrome OS) Plata Azul - Teclado QWERTY español",
https://www.amazon.es/s?rh=n%3A938008031&fs=true&ref=lp_938008031_sar#,https://m.media-amazon.com/images/I/71FTj4vUv2L._AC_UL320_.jpg,"Jumper Portátil 14 pulgadas, 16GB DDR4 256GB SSD, Intel Core i3 Laptop 2.4 GHz, Windows 10, Cámara HD, 2.4G/5G WiFi, BT4.0, HDMI, USB 3.0, Tipo-C, 256GB Expansión de tarjeta TF, Teclado QWERTY Español","499,99€"
https://www.amazon.es/IdeaPad-Duet-Chromebook-CT-X636F-ZA6F0006ES/dp/B08CVR88WM/ref=sr_1_25?qid=1640826004&s=computers&sr=1-25,https://m.media-amazon.com/images/I/71+P0DtJEpL._AC_UL320_.jpg,"Lenovo IdeaPad Duet Chromebook - Pantalla de 10.1"" FullHD (MediaTek P60T, 4 GB de RAM, Almacenamiento de 128 GB, Chrome OS, WiFi+BT) Lenovo Keyboard Pack, Azul/Gris - Teclado QWERTY Español, Gray","230,00 €"
https://www.amazon.es/TECLAST-Ordenador-Portatil-Graphics-Retroiluminado/dp/B07TXC2XK1/ref=sr_1_26?qid=1640826004&s=computers&sr=1-26,https://m.media-amazon.com/images/I/81rE3T7SeqS._AC_UL320_.jpg,"TECLAST Ordenador Portátil 14 pulgadas 8G RAM 256GB SSD,Laptop Intel Celeron N4120 Windows 10, Portátil con 2.6 GHz,5G WiFi, 4k，Gráficos 600, Batería 38000mWh,USB 3.0,Ampliable 512GB SSD,Gris F7PLUS 2","429,99€"
https://www.amazon.es/Lenovo-IdeaPad-Chromebook-Gen-Port%C3%A1til/dp/B09GYSDL47/ref=sr_1_27?qid=1640826004&s=computers&sr=1-27,https://m.media-amazon.com/images/I/81iHSRlFUEL._AC_UL320_.jpg,"Lenovo IdeaPad 3 Chromebook Gen 6 - Portátil 14"" FullHD (MediaTek MT8183, 4GB RAM, 64GB eMMC, Arm Mali-G72 MP3 GPU, Chrome OS) Color Gris - Teclado QWERTY Español, Arctic Grey (CB 14M836)",
https://www.amazon.es/Dell-Inspiron-Generation-i5-1135G7-Graphics/dp/B09HCBB6JG/ref=sr_1_28?qid=1640826004&s=computers&sr=1-28,https://m.media-amazon.com/images/I/71xgCBcsbWS._AC_UL320_.jpg,Dell Inspiron 15 3000 Carbon Black 15.6 Inches FHD 11th Generation Intel Core i5-1135G7 8 GB DDR4 512 GB Intel Iris Graphics Spanish Qwertz Non Backlit Keyboard,"679,00€"
https://www.amazon.es/Ordenador-Port%C3%A1til-Celeron_j3455-operativo-preinstalado/dp/B09LYNJGRX/ref=sr_1_29?qid=1640826004&s=computers&sr=1-29,https://m.media-amazon.com/images/I/51V0I9dWDGL._AC_UL320_.jpg,"Ordenador Portátil de 15.6” FHD (Intel Celeron_j3455, 8GB RAM, 128GB SSD, cámara Web HD, Sistema operativo Windows 10 preinstalado, 1920 * 1080)",
https://www.amazon.es/ASUS-TUF-Gaming-F15-FX506HM/dp/B09G748Q38/ref=sr_1_30?qid=1640826004&s=computers&sr=1-30,https://m.media-amazon.com/images/I/91Q1rzN9YPL._AC_UL320_.jpg,"ASUS TUF Gaming F15 FX506HM - Ordenador Gaming de 15.6"" Full HD 144Hz (Intel Core i5-11400H, 16GB RAM, 512GB SSD, GeForce RTX 3060 6GB, Sin Sistema Operativo) Negro Grafite - Teclado QWERTY español","1.045,00€"
https://www.amazon.es/ASUS-Chromebook-Flip-Z3400FT-AJ0111-Ordenador/dp/B0883BHSY5/ref=sr_1_31?qid=1640826004&s=computers&sr=1-31,https://m.media-amazon.com/images/I/618OxMaj2YL._AC_UL320_.jpg,"ASUS Chromebook Flip Z3400FT-AJ0111 - Ordenador portátil de 14"" FullHD (Intel Core M3-8100Y, 8GB RAM, 64GB EMMC, Intel UHD Graphics 615, Chrome OS) Plata - Teclado QWERTY Español","352,36 €"
https://www.amazon.es/Port%C3%A1til-Dell-procesador-i5-1135G7-antirreflectante/dp/B09BJZFZNX/ref=sr_1_32?qid=1640826004&s=computers&sr=1-32,https://m.media-amazon.com/images/I/719vIKTyr6L._AC_UL320_.jpg,"Portátil Dell Inspiron 15 3501 de 15,6 pulgadas, procesador Intel Core i5-1135G7 (4,2 GHz), pantalla FHD de borde estrecho antirreflectante, RAM de 8 GB, SSD","679,00€"
https://www.amazon.es/MSI-Bravo-B5DD-006XES-Ordenador-RX5500M-4GB/dp/B0969K28X6/ref=sr_1_33?qid=1640826004&s=computers&sr=1-33,https://m.media-amazon.com/images/I/71wLvoqE5xS._AC_UL320_.jpg,"MSI Bravo 15 B5DD-006XES - Ordenador portátil de 15.6"" FullHD 144Hz (Ryzen 5-5600H, 16GB de RAM, 512GB SSD, RX5500M-4GB, sin sistema operativo ) Negro - teclado QWERTY Español","899,00€"
https://www.amazon.es/s?i=computers&rh=n%3A938008031&fs=true&page=2&qid=1640825944&ref=sr_pg_1#,https://m.media-amazon.com/images/I/715XOFfFmRL._AC_UL320_.jpg,"Dell XPS 13-9305 - Ordenador portátil 13.3"" FullHD (Intel Core i5-1135G7, 8GB RAM, 512GB SSD, Windows 10 Home), Color Gris - Teclado QWERTY Español",
https://www.amazon.es/s?i=computers&rh=n%3A938008031&fs=true&page=2&qid=1640825944&ref=sr_pg_1#,https://m.media-amazon.com/images/I/71JxnNnO-QL._AC_UL320_.jpg,"Dell Portátil Inspiron 14 5410 de 14 Pulgadas, procesador Intel Core i5-11300H, Pantalla FHD de Borde Estrecho antirreflectante con retroiluminación LED, RAM de 8 GB, SSD NVMe de 512 GB y Win10 Home","779,00€"
https://www.amazon.es/s?i=computers&rh=n%3A938008031&fs=true&page=2&qid=1640825944&ref=sr_pg_1#,https://m.media-amazon.com/images/I/81GbedzHTwS._AC_UL320_.jpg,"LincPlus P1 Ordenador Portátil de 13,3 Pulgadas, PC con Windows 10 S Intel Celeron N4000, 4GB RAM 64GB eMMC Storage hasta 500GB por SSD Aluminium Portatiles",
https://www.amazon.es/Lenovo-IdeaPad-Flex-Port%C3%A1til-Convert%C3%ADble/dp/B08V237MLJ/ref=sr_1_37?qid=1640826004&s=computers&sr=1-37,https://m.media-amazon.com/images/I/61wHyAdFTNL._AC_UL320_.jpg,"Lenovo IdeaPad Flex 5 - Portátil Convertíble 14"" FullHD (AMD Ryzen 3-5300U, 8GB RAM, 512GB SSD, AMD Radeon RX Vega 6, Windows 10 en Modo S) Azul - Teclado QWERTY español","599,99€"
https://www.amazon.es/CHUWI-GemiBook-Ordenador-portatil-Ultrabook/dp/B08K8ZQCTC/ref=sr_1_38?qid=1640826004&s=computers&sr=1-38,https://m.media-amazon.com/images/I/71sJ00K-s-L._AC_UL320_.jpg,"CHUWI GemiBook Ordenador portatil 13 Pulgadas Ultrabook Windows 10 Laptop Intel Celeron J4125 hasta 2.7Ghz Laptop 8GB RAM 256GB SSD 2160*1440 2K FHD, 2.4G/5G WiFi,BT5.1,Type-C,USB 3.0,38Wh",
https://www.amazon.es/Microsoft-Surface-Ordenador-port%C3%A1til-pulgadas/dp/B087KFR855/ref=sr_1_39?qid=1640826004&s=computers&sr=1-39,https://m.media-amazon.com/images/I/61xBbOG9ibL._AC_UL320_.jpg,"Microsoft Surface Go 2 - Portátil 2 en 1 de 10.5 pulgadas Full HD, Wifi, Intel Pentium Gold 4425Y, 8 GB RAM, 128 GB SSD, Windows 10 Home Platino","629,00€"
https://www.amazon.es/Microsoft-Surface-Laptop-Ordenador-i5-1035G1/dp/B08JZVBZ13/ref=sr_1_40?qid=1640826004&s=computers&sr=1-40,https://m.media-amazon.com/images/I/61TEIQNvCvL._AC_UL320_.jpg,"Microsoft Surface Laptop Go - Ordenador portátil de 12.4"" (Intel Core i5-1035G1, 8GB RAM, 128GB SSD, Intel Graphics, Windows 10) Platino - Teclado QWERTY Español","799,99€"
https://www.amazon.es/HP-Chromebook-14a-na0006ns-Ordenador-operativo/dp/B08PFJMLVG/ref=sr_1_41?qid=1640826004&s=computers&sr=1-41,https://m.media-amazon.com/images/I/91-y-U2KwCL._AC_UL320_.jpg,"HP Chromebook 14a-na0006ns - Ordenador portátil de 14"" FullHD (Celeron N4020, 4GB de RAM, 64GB Emmc, Gráficos Intel UHD, sistema operativo Chrome OS ) Plata - teclado QWERTY Español","298,99 €"
https://www.amazon.es/Lenovo-IdeaPad-Ordenador-port%C3%A1til-i5-1135G7/dp/B08V249BKY/ref=sr_1_42?qid=1640826004&s=computers&sr=1-42,https://m.media-amazon.com/images/I/61VyHqzDfnL._AC_UL320_.jpg,"Lenovo IdeaPad 3 - Ordenador portátil 14"" FullHD (Intel Core i5-1135G7, 8GB RAM, 512GB SSD, Intel Iris Xe Graphics, Windows 10 Home en modo S), Color Gris - Teclado QWERTY Español","636,99 €"
https://www.amazon.es/TECLAST-Ordenador-Expandible-Actualizable-1920%C3%971080/dp/B09FJHDH27/ref=sr_1_43?qid=1640826004&s=computers&sr=1-43,https://m.media-amazon.com/images/I/71AuW34RmXL._AC_UL320_.jpg,"TECLAST F7 Plus2 Ordenador Portátil 14.1"" Laptop 8GB RAM 256GB SSD(Más de 1TB Expandible) Windows 10 Actualizable Windows 11, 2.6GHz Quad Core Intel Gemini Lake N4120, 1920×1080, Graphics 600, 5G WiFi","379,99€"
https://www.amazon.es/HUAWEI-pulgadas-pantalla-resoluci%C3%B3n-micofono/dp/B09J8M5Z64/ref=sr_1_44?qid=1640826004&s=computers&sr=1-44,https://m.media-amazon.com/images/I/51S3UM-QZAL._AC_UL320_.jpg,"HUAWEI MatePad T 10 con 9.7 pulgadas de pantalla y resolución HD, Chip Kirin 710A, 2GB + 32GB, Doble micofono, EMUI 10.1, Azul - sin servicios de Google preinstalados","149,00€"
https://www.amazon.es/TECLAST-F15S-2-4GHz%EF%BC%8C4K%EF%BC%8C1920%C3%971080%EF%BC%8CWindows10-Notebook%EF%BC%8CBluetooth4-2%EF%BC%8CUSB3-0-Mini-HDMI%EF%BC%8CBater%C3%ADa/dp/B08YRGVTK1/ref=sr_1_45?qid=1640826004&s=computers&sr=1-45,https://m.media-amazon.com/images/I/81Wq6G1943L._AC_UL320_.jpg,"TECLAST Ordenador Portátil 6GB+128GB SSD, Portátil 15,6 Pulgadas Windows10 Sistema，F15S Laptop Intel Celeron, Graphics 500, 2.4GHz，4K，1920×1080，Bluetooth 4.2，USB3.0 Mini-HDMI，Batería 38000mWh","339,99€"
https://www.amazon.es/s?i=computers&rh=n%3A938008031&fs=true&page=2&qid=1640825944&ref=sr_pg_1#,https://m.media-amazon.com/images/I/719vIKTyr6L._AC_UL320_.jpg,"Portátil Dell Inspiron 15 3501 de 15,6 pulgadas, procesador Intel Core i5-1135G7 (4,2 GHz), pantalla FHD de borde estrecho antirreflectante, RAM de 8 GB, SSD","679,00€"
https://www.amazon.es/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_browse_computers_sr_pg2_1?ie=UTF8&adId=A01882793UGGRJD8MF44H&url=%2FAcer-Chromebook-311-Ordenador-Port%25C3%25A1til%2Fdp%2FB095CTNX87%2Fref%3Dsr_1_47_sspa%3Fqid%3D1640826004%26s%3Dcomputers%26sr%3D1-47-spons%26psc%3D1&qualifier=1640826004&id=2865503191934612&widgetName=sp_mtf_browse,https://m.media-amazon.com/images/I/81qBZznKv0S._AC_UL320_.jpg,"Acer Chromebook 311 - Ordenador Portátil 11"" HD (MTK MT8183, 4GB RAM, 32GB eMMc, UMA Graphics, Chrome OS), Color Plata - Teclado Qwerty Español","259,00€"
https://www.amazon.es/s?i=computers&rh=n%3A938008031&fs=true&page=2&qid=1640825944&ref=sr_pg_1#,https://m.media-amazon.com/images/I/81iHSRlFUEL._AC_UL320_.jpg,"Lenovo IdeaPad 3 Chromebook Gen 6 - Portátil 14"" FullHD (MediaTek MT8183, 4GB RAM, 64GB eMMC, Arm Mali-G72 MP3 GPU, Chrome OS) Color Gris - Teclado QWERTY Español, Arctic Grey (CB 14M836)",
https://www.amazon.es/PRIXTON-Netbook-Pro-Ordenadores-portatiles/dp/B0842PBVNM/ref=sr_1_49?qid=1640826004&s=computers&sr=1-49,https://m.media-amazon.com/images/I/61O2g2ejksL._AC_UL320_.jpg,"PRIXTON Netbook Pro - Ordenador portatil / Ordenadores portatiles Pantalla 14,1"", Sistema Operativo Profesional Windows 10 Pro, Intel, RAM 4GB / ROM 64GB, Teclado en Español","259,95€"
https://www.amazon.es/Lenovo-Snapdragon-Tarjeta-gr%C3%A1fica-Qualcomm/dp/B08NF85H6N/ref=sr_1_50?qid=1640826004&s=computers&sr=1-50,https://m.media-amazon.com/images/I/61FA1zR9rQL._AC_UL320_.jpg,"Lenovo Legion Phone Duel- Móvil Gaming 6.65'' FullHD, Snapdragon 865+ 5G, 12GB RAM, 512 GB UFS 3.1, Tarjeta gráfica Qualcomm Adreno 650, Android 10, Azul [Versión ES/PT]",
https://www.amazon.es/MSI-GF65-Thin-10UE-280XES-Ordenador/dp/B09F6ZXPJ7/ref=sr_1_51?qid=1640826004&s=computers&sr=1-51,https://m.media-amazon.com/images/I/81aJjiG32eL._AC_UL320_.jpg,"MSI GF65 Thin 10UE-280XES - Ordenador portátil de 15.6"" FHD (Comet lake i7-10750H+HM470, 8 GBx2 RAM, 512 GB, RTX3060 Max-Q, GDDR6 6GB, Sin sistema operativo) Negro - Teclado QWERTY Español","1.199,00€"
